,Mkt-RF,RF,Month,RM,GROSS-RM,GROSS-RF,CumRet-RM,CumRet-RF
904,0.0754,0.0017,2001-11-01,0.07709999999999999,1.0771,1.0017,30.40435648738234,8.17691115044154
905,0.0161,0.0015,2001-12-01,0.0176,1.0176,1.0015,30.939473161560272,8.189176517167203
906,-0.0144,0.0014000000000000002,2002-01-01,-0.013,0.987,1.0014,30.53726001045999,8.200641364291238
907,-0.0229,0.0013,2002-02-01,-0.0216,0.9784,1.0013,29.877655194234055,8.211302198064818
908,0.0424,0.0013,2002-03-01,0.0437,1.0437,1.0013,31.183308726222087,8.221976890922303
909,-0.052000000000000005,0.0015,2002-04-01,-0.0505,0.9495,1.0015,29.608551635547872,8.234309856258687
910,-0.0138,0.0014000000000000002,2002-05-01,-0.0124,0.9876,1.0014,29.24140559526708,8.24583789005745
911,-0.0721,0.0013,2002-06-01,-0.0708,0.9292,1.0013,27.17111407912217,8.256557479314525
912,-0.0818,0.0015,2002-07-01,-0.0803,0.9197,1.0015,24.989273618568657,8.268942315533497
913,0.005,0.0014000000000000002,2002-08-01,0.0064,1.0064,1.0014,25.149204969727496,8.280518834775245
914,-0.1035,0.0014000000000000002,2002-09-01,-0.1021,0.8979,1.0014,22.581471142318318,8.292111561143932
915,0.0784,0.0014000000000000002,2002-10-01,0.0798,1.0798,1.0014,24.38347253947532,8.303720517329534
916,0.0596,0.0012,2002-11-01,0.0608,1.0608,1.0012,25.86598766987542,8.313684981950331
917,-0.0576,0.0011,2002-12-01,-0.0565,0.9435,1.0011,24.404559366527458,8.322830035430478
918,-0.0257,0.001,2003-01-01,-0.0247,0.9753000000000001,1.001,23.80176675017423,8.331152865465908
919,-0.0188,0.0009,2003-02-01,-0.0179,0.9821,1.0009,23.37571512534611,8.338650903044826
920,0.0109,0.001,2003-03-01,0.0119,1.0119,1.001,23.653886135337732,8.34698955394787
921,0.08220000000000001,0.001,2003-04-01,0.08320000000000001,1.0832,1.001,25.62188946179783,8.355336543501817
922,0.0605,0.0009,2003-05-01,0.061399999999999996,1.0614,1.0009,27.195073474752217,8.362856346390968
923,0.0142,0.001,2003-06-01,0.015200000000000002,1.0152,1.001,27.608438591568454,8.371219202737358
924,0.0235,0.0007000000000000001,2003-07-01,0.0242,1.0242,1.0007,28.27656280548441,8.377079056179273
925,0.0234,0.0007000000000000001,2003-08-01,0.0241,1.0241,1.0007,28.958027969096584,8.382943011518599
926,-0.0124,0.0008,2003-09-01,-0.0116,0.9884,1.0008,28.622114844655062,8.389649365927813
927,0.0608,0.0007000000000000001,2003-10-01,0.0615,1.0615,1.0007,30.382374907601353,8.395522120483962
928,0.013500000000000002,0.0007000000000000001,2003-11-01,0.0142,1.0142,1.0007,30.81380463128929,8.4013989859683
929,0.0429,0.0008,2003-12-01,0.0437,1.0437,1.0008,32.160367893676636,8.408120105157073
930,0.0215,0.0007000000000000001,2004-01-01,0.022199999999999998,1.0222,1.0007,32.874328060916255,8.414005789230682
931,0.014,0.0006,2004-02-01,0.0146,1.0146,1.0006,33.35429325060563,8.41905419270422
932,-0.0132,0.0009,2004-03-01,-0.0123,0.9877,1.0009,32.94403544362318,8.426631341477652
933,-0.0183,0.0008,2004-04-01,-0.0175,0.9825,1.0008,32.36751482335978,8.433372646550833
934,0.0117,0.0006,2004-05-01,0.0123,1.0123,1.0006,32.7656352556871,8.438432670138763
935,0.0186,0.0008,2004-06-01,0.019399999999999997,1.0194,1.0008,33.401288579647435,8.445183416274872
936,-0.0406,0.001,2004-07-01,-0.039599999999999996,0.9604,1.001,32.078597551893395,8.453628599691147
937,0.0008,0.0011,2004-08-01,0.0019000000000000002,1.0019,1.0011,32.13954688724199,8.462927591150807
938,0.016,0.0011,2004-09-01,0.0171,1.0171,1.0011,32.689133139013826,8.472236811501073
939,0.0143,0.0011,2004-10-01,0.0154,1.0154,1.0011,33.19254578935464,8.481556271993725
940,0.0454,0.0015,2004-11-01,0.046900000000000004,1.0469,1.0015,34.74927618687537,8.494278606401716
941,0.034300000000000004,0.0016,2004-12-01,0.0359,1.0359,1.0016,35.9967752019842,8.50786945217196
942,-0.0276,0.0016,2005-01-01,-0.026,0.974,1.0016,35.06085904673261,8.521482043295435
943,0.0189,0.0016,2005-02-01,0.0205,1.0205,1.0016,35.77960665719063,8.535116414564708
944,-0.0197,0.0021,2005-03-01,-0.017599999999999998,0.9824,1.0021,35.149885580024076,8.553040159035294
945,-0.0261,0.0021,2005-04-01,-0.024,0.976,1.0021,34.3062883261035,8.571001543369269
946,0.0365,0.0024,2005-05-01,0.0389,1.0389,1.0024,35.64080294198892,8.591571947073355
947,0.005699999999999999,0.0023,2005-06-01,0.008,1.008,1.0023,35.92592936552484,8.611332562551624
948,0.0392,0.0024,2005-07-01,0.0416,1.0416,1.0024,37.420448027130675,8.631999760701747
949,-0.0122,0.003,2005-08-01,-0.0092,0.9908,1.003,37.07617990528107,8.657895759983852
950,0.0049,0.0029,2005-09-01,0.0078,1.0078,1.0029,37.36537410854227,8.683003657687804
951,-0.0202,0.0027,2005-10-01,-0.017499999999999998,0.9825,1.0027,36.71148006164278,8.70644776756356
952,0.0361,0.0031,2005-11-01,0.0392,1.0392,1.0031,38.150570080059175,8.733437755643008
953,-0.0025,0.0032,2005-12-01,0.0007000000000000001,1.0007,1.0032,38.17727547911522,8.761384756461066
954,0.0304,0.0035,2006-01-01,0.0339,1.0339,1.0035,39.47148511785723,8.79204960310868
955,-0.003,0.0034,2006-02-01,0.00039999999999999975,1.0004,1.0034,39.48727371190437,8.82194257175925
956,0.0146,0.0037,2006-03-01,0.0183,1.0183,1.0037,40.20989082083222,8.854583759274758
957,0.0073,0.0036,2006-04-01,0.0109,1.0109,1.0036,40.64817863077929,8.886460260808148
958,-0.0357,0.0043,2006-05-01,-0.031400000000000004,0.9686,1.0043,39.37182582177282,8.924672039929623
959,-0.0035,0.004,2006-06-01,0.0005,1.0005,1.004,39.39151173468371,8.960370728089341
960,-0.0078,0.004,2006-07-01,-0.0037999999999999996,0.9962,1.004,39.24182399009191,8.996212211001698
961,0.0203,0.0042,2006-08-01,0.024499999999999997,1.0245,1.0042,40.20324867784916,9.033996302287905
962,0.0184,0.0041,2006-09-01,0.0225,1.0225,1.0041,41.10782177310077,9.071035687127285
963,0.0323,0.0041,2006-10-01,0.0364,1.0364,1.0041,42.604146485641635,9.108226933444508
964,0.0171,0.0042,2006-11-01,0.0213,1.0213,1.0042,43.511614805785804,9.146481486564975
965,0.0087,0.004,2006-12-01,0.0127,1.0127,1.004,44.06421231381928,9.183067412511235
966,0.014,0.0044,2007-01-01,0.0184,1.0184,1.0044,44.874993820393556,9.223472909126285
967,-0.0196,0.0038,2007-02-01,-0.015799999999999998,0.9842,1.0038,44.16596891803134,9.258522106180965
968,0.0068000000000000005,0.0043,2007-03-01,0.0111,1.0111,1.0043,44.65621117302149,9.298333751237543
969,0.0349,0.0044,2007-04-01,0.0393,1.0393,1.0044,46.41120027212123,9.339246419742988
970,0.032400000000000005,0.0041,2007-05-01,0.036500000000000005,1.0365,1.0041,48.105209082053655,9.377537330063934
971,-0.0196,0.004,2007-06-01,-0.0156,0.9844,1.004,47.35476782037362,9.415047479384189
972,-0.0373,0.004,2007-07-01,-0.033299999999999996,0.9667,1.004,45.777854051955174,9.452707669301725
973,0.0092,0.0042,2007-08-01,0.013399999999999999,1.0134,1.0042,46.391277296251374,9.492409041512792
974,0.0322,0.0032,2007-09-01,0.0354,1.0354,1.0032,48.03352851253868,9.522784750445634
975,0.018000000000000002,0.0032,2007-10-01,0.021200000000000004,1.0212,1.0032,49.05183931700451,9.553257661647061
976,-0.0483,0.0034,2007-11-01,-0.0449,0.9551,1.0034,46.849411731671005,9.585738737696662
977,-0.0087,0.0027,2007-12-01,-0.005999999999999999,0.994,1.0027,46.56831526128098,9.611620232288443
978,-0.0636,0.0021,2008-01-01,-0.061500000000000006,0.9385,1.0021,43.7043638727122,9.631804634776248
979,-0.0309,0.0013,2008-02-01,-0.0296,0.9704,1.0013,42.41071470207992,9.644325980801458
980,-0.0093,0.0017,2008-03-01,-0.007599999999999999,0.9924,1.0017,42.08839327034411,9.660721334968821
981,0.046,0.0018,2008-04-01,0.0478,1.0478,1.0018,44.10021846866656,9.678110633371766
982,0.0186,0.0018,2008-05-01,0.020399999999999998,1.0204,1.0018,44.99986292542736,9.695531232511835
983,-0.08439999999999999,0.0017,2008-06-01,-0.0827,0.9173,1.0017,41.27837426149451,9.712013635607105
984,-0.0077,0.0015,2008-07-01,-0.006200000000000001,0.9938,1.0015,41.02244834107325,9.726581656060517
985,0.0153,0.0013,2008-08-01,0.0166,1.0166,1.0013,41.70342098353506,9.739226212213397
986,-0.0924,0.0015,2008-09-01,-0.0909,0.9091,1.0015,37.91258001613173,9.753835051531718
987,-0.1723,0.0008,2008-10-01,-0.1715,0.8285,1.0008,31.410572543365138,9.761638119572943
988,-0.0786,0.0003,2008-11-01,-0.07830000000000001,0.9217,1.0003,28.951124713219645,9.764566611008815
989,0.0174,0.0,2008-12-01,0.0174,1.0174,1.0,29.45487428322967,9.764566611008815
990,-0.0812,0.0,2009-01-01,-0.0812,0.9188000000000001,1.0,27.063138491431424,9.764566611008815
991,-0.101,0.0001,2009-02-01,-0.1009,0.8991,1.0001,24.332467817645995,9.765543067669917
992,0.0895,0.0002,2009-03-01,0.0897,1.0897000000000001,1.0002,26.515090180888844,9.767496176283451
993,0.1019,0.0001,2009-04-01,0.10200000000000001,1.102,1.0001,29.21962937933951,9.76847292590108
994,0.0521,0.0,2009-05-01,0.0521,1.0521,1.0,30.741972070003097,9.76847292590108
995,0.0043,0.0001,2009-06-01,0.0044,1.0044,1.0001,30.87723674711111,9.769449773193669
996,0.07719999999999999,0.0001,2009-07-01,0.0773,1.0773,1.0001,33.264047147662794,9.770426718170988
997,0.0333,0.0001,2009-08-01,0.033400000000000006,1.0334,1.0001,34.37506632239474,9.771403760842805
998,0.0408,0.0001,2009-09-01,0.040900000000000006,1.0409,1.0001,35.781006534980676,9.77238090121889
999,-0.0259,0.0,2009-10-01,-0.0259,0.9741,1.0,34.854278465724676,9.77238090121889
1000,0.0556,0.0,2009-11-01,0.0556,1.0556,1.0,36.79217634841897,9.77238090121889
1001,0.0275,0.0001,2009-12-01,0.0276,1.0276,1.0001,37.80764041563533,9.773358139309012
1002,-0.0336,0.0,2010-01-01,-0.0336,0.9664,1.0,36.53730369766999,9.773358139309012
1003,0.034,0.0,2010-02-01,0.034,1.034,1.0,37.77957202339077,9.773358139309012
1004,0.06309999999999999,0.0001,2010-03-01,0.06319999999999999,1.0632,1.0001,40.16724097526907,9.774335475122943
1005,0.02,0.0001,2010-04-01,0.0201,1.0201,1.0001,40.974602518871976,9.775312908670454
1006,-0.0789,0.0001,2010-05-01,-0.0788,0.9212,1.0001,37.745803840384866,9.77629043996132
1007,-0.0556,0.0001,2010-06-01,-0.055499999999999994,0.9445,1.0001,35.6509117272435,9.777268069005316
1008,0.0693,0.0001,2010-07-01,0.0694,1.0694,1.0001,38.1250850011142,9.778245795812216
1009,-0.047699999999999985,0.0001,2010-08-01,-0.04759999999999998,0.9524,1.0001,36.31033095506117,9.779223620391797
1010,0.09539999999999997,0.0001,2010-09-01,0.09549999999999997,1.0955,1.0001,39.777967561269506,9.780201542753836
1011,0.0388,0.0001,2010-10-01,0.038900000000000004,1.0389,1.0001,41.32533049940289,9.781179562908111
1012,0.006,0.0001,2010-11-01,0.0061,1.0061,1.0001,41.57741501544925,9.782157680864401
1013,0.0682,0.0001,2010-12-01,0.0683,1.0683,1.0001,44.417152461004434,9.783135896632487
1014,0.0199,0.0001,2011-01-01,0.02,1.02,1.0001,45.305495510224524,9.78411421022215
1015,0.0349,0.0001,2011-02-01,0.035,1.035,1.0001,46.89118785308238,9.785092621643171
1016,0.0045000000000000005,0.0001,2011-03-01,0.004600000000000001,1.0046,1.0001,47.10688731720656,9.786071130905336
1017,0.029,0.0,2011-04-01,0.029,1.029,1.0,48.472987049405546,9.786071130905336
1018,-0.0127,0.0,2011-05-01,-0.0127,0.9873,1.0,47.857380113878094,9.786071130905336
1019,-0.0175,0.0,2011-06-01,-0.0175,0.9825,1.0,47.019875961885226,9.786071130905336
1020,-0.0236,0.0,2011-07-01,-0.0236,0.9764,1.0,45.910206889184735,9.786071130905336
1021,-0.0599,0.0001,2011-08-01,-0.0598,0.9402,1.0001,43.16477651721149,9.787049738018426
1022,-0.0759,0.0,2011-09-01,-0.0759,0.9241,1.0,39.88856997955514,9.787049738018426
1023,0.1135,0.0,2011-10-01,0.1135,1.1135,1.0,44.41592267223465,9.787049738018426
1024,-0.0028000000000000004,0.0,2011-11-01,-0.0028000000000000004,0.9972,1.0,44.29155808875239,9.787049738018426
1025,0.0074,0.0,2011-12-01,0.0074,1.0074,1.0,44.61931561860916,9.787049738018426
1026,0.0505,0.0,2012-01-01,0.0505,1.0505,1.0,46.87259105734892,9.787049738018426
1027,0.0442,0.0,2012-02-01,0.0442,1.0442,1.0,48.94435958208374,9.787049738018426
1028,0.0311,0.0,2012-03-01,0.0311,1.0311,1.0,50.46652916508654,9.787049738018426
1029,-0.0085,0.0,2012-04-01,-0.0085,0.9915,1.0,50.037563667183306,9.787049738018426
1030,-0.0619,0.0001,2012-05-01,-0.061799999999999994,0.9382,1.0001,46.94524223255138,9.788028442992228
1031,0.0389,0.0,2012-06-01,0.0389,1.0389,1.0,48.77141215539763,9.788028442992228
1032,0.0079,0.0,2012-07-01,0.0079,1.0079,1.0,49.15670631142527,9.788028442992228
1033,0.0255,0.0001,2012-08-01,0.025599999999999998,1.0256,1.0001,50.41511799299776,9.789007245836528
1034,0.0273,0.0001,2012-09-01,0.0274,1.0274,1.0001,51.7964922260059,9.78998614656111
1035,-0.0176,0.0001,2012-10-01,-0.0175,0.9825,1.0001,50.8900536120508,9.790965145175766
1036,0.0078,0.0001,2012-11-01,0.007899999999999999,1.0079,1.0001,51.292085035586,9.791944241690285
1037,0.0118,0.0001,2012-12-01,0.011899999999999999,1.0119,1.0001,51.902460847509474,9.792923436114453
1038,0.0557,0.0,2013-01-01,0.0557,1.0557,1.0,54.79342791671576,9.792923436114453
1039,0.0129,0.0,2013-02-01,0.0129,1.0129,1.0,55.50026313684138,9.792923436114453
1040,0.0403,0.0,2013-03-01,0.0403,1.0403,1.0,57.73692374125609,9.792923436114453
1041,0.0155,0.0,2013-04-01,0.0155,1.0155,1.0,58.63184605924557,9.792923436114453
1042,0.028,0.0,2013-05-01,0.028,1.028,1.0,60.273537748904445,9.792923436114453
1043,-0.012,0.0,2013-06-01,-0.012,0.988,1.0,59.550255295917594,9.792923436114453
1044,0.0565,0.0,2013-07-01,0.0565,1.0565,1.0,62.91484472013694,9.792923436114453
1045,-0.0271,0.0,2013-08-01,-0.0271,0.9729,1.0,61.209852428221225,9.792923436114453
1046,0.0377,0.0,2013-09-01,0.0377,1.0377,1.0,63.51746386476517,9.792923436114453
1047,0.0418,0.0,2013-10-01,0.0418,1.0418,1.0,66.17249385431235,9.792923436114453
1048,0.0312,0.0,2013-11-01,0.0312,1.0312,1.0,68.2370756625669,9.792923436114453
1049,0.0281,0.0,2013-12-01,0.0281,1.0281,1.0,70.15453748868502,9.792923436114453
1050,-0.0332,0.0,2014-01-01,-0.0332,0.9668,1.0,67.82540684406068,9.792923436114453
1051,0.046500000000000014,0.0,2014-02-01,0.046500000000000014,1.0465,1.0,70.9792882623095,9.792923436114453
1052,0.0043,0.0,2014-03-01,0.0043,1.0043,1.0,71.28449920183742,9.792923436114453
1053,-0.0019,0.0,2014-04-01,-0.0019,0.9981,1.0,71.14905865335393,9.792923436114453
1054,0.0206,0.0,2014-05-01,0.0206,1.0206,1.0,72.61472926161302,9.792923436114453
1055,0.0261,0.0,2014-06-01,0.0261,1.0261,1.0,74.50997369534112,9.792923436114453
1056,-0.0204,0.0,2014-07-01,-0.0204,0.9796,1.0,72.98997023195616,9.792923436114453
1057,0.0424,0.0,2014-08-01,0.0424,1.0424,1.0,76.0847449697911,9.792923436114453
1058,-0.0197,0.0,2014-09-01,-0.0197,0.9803,1.0,74.58587549388622,9.792923436114453
1059,0.0252,0.0,2014-10-01,0.0252,1.0252,1.0,76.46543955633214,9.792923436114453
1060,0.0255,0.0,2014-11-01,0.0255,1.0255,1.0,78.41530826501862,9.792923436114453
1061,-0.0006,0.0,2014-12-01,-0.0006,0.9994,1.0,78.3682590800596,9.792923436114453
1062,-0.0311,0.0,2015-01-01,-0.0311,0.9689,1.0,75.93100622266975,9.792923436114453
1063,0.0613,0.0,2015-02-01,0.0613,1.0613,1.0,80.5855769041194,9.792923436114453
1064,-0.011200000000000002,0.0,2015-03-01,-0.011200000000000002,0.9888,1.0,79.68301844279327,9.792923436114453
1065,0.0059,0.0,2015-04-01,0.0059,1.0059,1.0,80.15314825160576,9.792923436114453
1066,0.0136,0.0,2015-05-01,0.0136,1.0136,1.0,81.2432310678276,9.792923436114453
1067,-0.0153,0.0,2015-06-01,-0.0153,0.9847,1.0,80.00020963248983,9.792923436114453
1068,0.0154,0.0,2015-07-01,0.0154,1.0154,1.0,81.23221286083017,9.792923436114453
1069,-0.0604,0.0,2015-08-01,-0.0604,0.9396,1.0,76.32578720403603,9.792923436114453
1070,-0.0308,0.0,2015-09-01,-0.0308,0.9692,1.0,73.97495295815172,9.792923436114453
1071,0.0775,0.0,2015-10-01,0.0775,1.0775,1.0,79.70801181240847,9.792923436114453
1072,0.005600000000000001,0.0,2015-11-01,0.005600000000000001,1.0056,1.0,80.15437667855797,9.792923436114453
1073,-0.0217,0.0001,2015-12-01,-0.0216,0.9784,1.0001,78.42304214230111,9.793902728458065
1074,-0.0577,0.0001,2016-01-01,-0.0576,0.9424,1.0001,73.90587491490457,9.79488211873091
1075,-0.0007000000000000001,0.0002,2016-02-01,-0.0005000000000000001,0.9995,1.0002,73.86892197744713,9.796841095154656
1076,0.0696,0.0002,2016-03-01,0.0698,1.0698,1.0002,79.02497273147294,9.798800463373688
1077,0.0092,0.0001,2016-04-01,0.0093,1.0093,1.0001,79.75990497787565,9.799780343420025
1078,0.0178,0.0001,2016-05-01,0.0179,1.0179,1.0001,81.18760727697962,9.800760321454367
1079,-0.0005,0.0002,2016-06-01,-0.00030000000000000003,0.9997,1.0002,81.16325099479653,9.802720473518658
1080,0.0395,0.0002,2016-07-01,0.0397,1.0397,1.0002,84.38543205928995,9.804681017613362
1081,0.005,0.0002,2016-08-01,0.0052,1.0052,1.0002,84.82423630599827,9.806641953816884
1082,0.0025,0.0002,2016-09-01,0.0027,1.0027,1.0002,85.05326174402445,9.808603282207647
1083,-0.0202,0.0002,2016-10-01,-0.02,0.98,1.0002,83.35219650914397,9.810565002864088
1084,0.0486,0.0001,2016-11-01,0.0487,1.0487,1.0001,87.41144847913927,9.811546059364375
1085,0.0182,0.0003,2016-12-01,0.018500000000000003,1.0185,1.0003,89.02856027600335,9.814489523182184
1086,0.0194,0.0004,2017-01-01,0.0198,1.0198,1.0004,90.79132576946822,9.818415318991457
1087,0.0357,0.0004,2017-02-01,0.0361,1.0361,1.0004,94.06889262974602,9.822342685119054
1088,0.0017,0.0003,2017-03-01,0.002,1.002,1.0003,94.2570304150055,9.82528938792459
1089,0.0109,0.0005,2017-04-01,0.0114,1.0114,1.0005,95.33156056173657,9.830202032618551
1090,0.0106,0.0006,2017-05-01,0.0112,1.0112,1.0006,96.39927404002802,9.836100153838121
1091,0.0078,0.0006,2017-06-01,0.0084,1.0084,1.0006,97.20902794196425,9.842001813930423
1092,0.0187,0.0007000000000000001,2017-07-01,0.0194,1.0194,1.0007,99.09488308403837,9.848891215200174
1093,0.0016,0.0009,2017-08-01,0.0025,1.0025,1.0009,99.34262029174846,9.857755217293853
1094,0.0251,0.0009,2017-09-01,0.026000000000000002,1.026,1.0009,101.92552841933393,9.866627196989416
1095,0.0225,0.0009,2017-10-01,0.0234,1.0234,1.0009,104.31058578434636,9.875507161466706
1096,0.0312,0.0008,2017-11-01,0.032,1.032,1.0008,107.64852452944544,9.883407567195878
1097,0.0106,0.0009,2017-12-01,0.0115,1.0115,1.0009,108.88648256153407,9.892302634006354
1098,0.0558,0.0011,2018-01-01,0.0569,1.0569,1.0011,115.08212341928535,9.903184166903761
1099,-0.0365,0.0011,2018-02-01,-0.0354,0.9646,1.0011,111.00821625024265,9.914077669487357
1100,-0.0235,0.0012,2018-03-01,-0.0223,0.9777,1.0012,108.53273302786225,9.925974562690742
1101,0.0029,0.0014000000000000002,2018-04-01,0.0043,1.0043,1.0014,108.99942377988205,9.939870927078509
1102,0.0265,0.0014000000000000002,2018-05-01,0.0279,1.0279,1.0014,112.04050770334077,9.95378674637642
1103,0.0048,0.0014000000000000002,2018-06-01,0.0062,1.0062,1.0014,112.73515885110147,9.967722047821347
1104,0.0319,0.0016,2018-07-01,0.033499999999999995,1.0335,1.0016,116.51178667261338,9.983670403097861
1105,0.0344,0.0016,2018-08-01,0.036,1.036,1.0016,120.70621099282747,9.999644275742819
1106,0.0006,0.0015,2018-09-01,0.0021,1.0021,1.0015,120.9596940359124,10.014643742156434
1107,-0.0768,0.0019,2018-10-01,-0.0749,0.9251,1.0019,111.89981295262257,10.03367156526653
1108,0.0169,0.0018,2018-11-01,0.018699999999999998,1.0187,1.0018,113.99233945483661,10.05173217408401
1109,-0.0955,0.0019,2018-12-01,-0.0936,0.9064,1.0019,103.3226564818639,10.07083046521477
